title,indegree
On The Generation And Interpretation Of Demonstrative Expressions,0
Discrepancy Between Automatic and Manual Evaluation of Summaries,0
Improving Search Strategies An Experiment In Best-First Parsing,0
Word Sense Disambiguation Based On Structured Semantic Space,0
A high speed transcription interface for annotating primary linguistic data,0
Lexicon Construction and Corpus Annotation of Historical Language with the CoBaLT Editor,0
When Something Is Missing: Ellipsis Coordination And The Chart,0
Harvesting Indices to Grow a Controlled Vocabulary: Towards Improved Access to Historical Legal Texts,0
Skip N-grams and Ranking Functions for Predicting Script Events,0
The Problem with Kappa,0
Multilingual Text Entry using Automatic Language Detection,0
The TALP-UPC Ngram-Based Statistical Machine Translation System for ACL-WMT 2008,0
LIUMâs SMT Machine Translation Systems for WMT 2012,0
WFST-Based Grapheme-to-Phoneme Conversion: Open Source tools for Alignment Model-Building and Decoding,0
Detecting Multiple Facets of an Event using Graph-Based Unsupervised Methods,0
Reduction of Non-stationary Noise for a Robotic Living Assistant using Sparse Non-negative Matrix Factorization,0
Towards a Self-Learning Assistive Vocal Interface: Vocabulary and Grammar Learning,0
Kleene a Free and Open-Source Language for Finite-State Programming,0
A Comparison of Greedy and Optimal Assessment of Natural Language Student Input Using Word-to-Word Similarity Metrics,0
Developing ARET: An NLP-based Educational Tool Set for Arabic Reading Enhancement,0
Scoring Spoken Responses Based on Content Accuracy,0
Robust Similarity Measures for Named Entities Matching,0
Generating Diagnostic Multiple Choice Comprehension Cloze Questions,0
CITYU-HIF: WSD with Human-Informed Feature Preference,0
CMU-AT: Semantic Distance and Background Knowledge for Identifying Semantic Relations,0
Generalization Methods for In-Domain and Cross-Domain Opinion Holder Extraction,0
Extending the Entity-based Coherence Model with Multiple Ranks,0
A Semantic Feature for Relation Recognition Using a Web-based Corpus,0
Enriching A Formal Ontology With A Thesaurus: An Application In The Cultural Heritage Domain,0
Toward Language Independent Methodology for Generating Artwork Descriptions â Exploring FrameNet Information,0
Combining Coherence Models and Machine Translation Evaluation Metrics for Summarization Evaluation,0
MRD-based Word Sense Disambiguation: Further Extending Lesk,0
Ecological Evaluation of Persuasive Messages Using Google AdWords,0
Improve SMT Quality with Automatically Extracted Paraphrase Rules,0
Vers l'utilisation des methodes formelles pour le developpement de linguiciels,0
Taxonomy Learning Using Term Specificity And Similarity,0
Feature Weighting For Co-Occurrence-Based Classification Of Words,0
Cluster-Based Query Expansion for Statistical Question Answering,0
Whither Discourse And Speech Acts?,0
na,0
Unification And The New Grammatism,0
Unification And Some New Grammatical Formalisms,0
Future Directions in Spoken Dialog Systems: A Community of Possibilities,0
Integrating Aspectually Relevant Properties of Verbs into a Morphological Analyzer for English,0
Bootstrapping Events and Relations from Text,0
An Empirical Evaluation of Stop Word Removal in Statistical Machine Translation,0
Fast and Scalable Decoding with Language Model Look-Ahead for Phrase-based Statistical Machine Translation,0
Processing Informal Romanized Pakistani Text Messages,0
The Duluth Lexical Sample Systems In Senseval-3,0
IRIT: Textual Similarity Combining Conceptual Similarity with an N-Gram Comparison Method,0
The MIT Spoken Lecture Processing Project,0
Focus Group on Computer Tools Used for Professional Writing and Preliminary Evaluation of LinguisTech,0
UGroningen: Negation detection with Discourse Representation Structures,0
DialogueView: An Annotation Tool For Dialogue,0
Evaluating the Learning Curve of Domain Adaptive Statistical Machine Translation Systems,0
Helping Our Own: NTHU NLPLAB System Description,0
UBB System At Senseval-3,0
Translation Model Based Cross-Lingual Language Model Adaptation: from Word Models to Phrase Models,0
Lexeme-Based Morphology: A Computationaily Expensive Approach Intended For A Server-Architecture,0
Qualitative Evaluation Of Automatically Calculated Acception Based MLDB,0
An AI readability'' Formula for French as a Foreign Language,0
Discourse Anaphora,0
KUNLP System In Senseval-3,0
Two Sources Of Control Over The Generation Of Software Instructions,0
The E-Framework: Emerging Problems,0
Empiricist Solutions to Nativist Puzzles by means of Unsupervised TSG,0
Why long words take longer to read: the role of uncertainty about word length,0
Modeling covert event retrieval in logical metonymy: probabilistic and distributional accounts,0
A Probabilistic Model for Canonicalizing Named Entity Mentions,0
SWAN - Scientific Writing AssistaNt. A Tool for Helping Scholars to Write Reader-Friendly Manuscripts,0
The Utility of a Graphical Representation of Discourse Structure in Spoken Dialogue Systems,0
How And Where Do People Fail With Time: Temporal Reference Mapping Annotation By Chinese And English Bilinguals,0
Using Log-linear Models for Tuning Machine Translation Output,0
Fully Unsupervised Graph-Based Discovery of General-Specific Noun Relationships from Web Corpora Frequency Counts,0
Spice it up? Mining Refinements to Online Instructions from User Generated Content,0
Strong Lexicalization of Tree Adjoining Grammars,0
FAME: A Functional Annotation Meta-Scheme For Multi-Modal And Multi-Lingual Parsing Evaluation,0
Sentence Dependency Tagging in Online Question Answering Forums,0
The Creation of a Corpus of English Metalanguage,0
HadoopPerceptron: a Toolkit for Distributed Perceptron Training and Prediction with MapReduce,0
Language Resources Factory: case study on the acquisition of Translation Memories,0
Probing The Space Of Grammatical Variation: Induction Of Cross-Lingual Grammatical Constraints From Treebanks,0
Evaluating The Portability Of Revision Rules For Incremental Summary Generation,0
NJU-Parser: Achievements on Semantic Dependency Parsing,0
Collaborative Machine Translation Service for Scientific texts,0
Squibs: Consistent Validation of Manual and Automatic Sense Annotations with the Aid of Semantic Graphs,0
Probabilistic WSD In Senseval-3,0
A Topic Similarity Model for Hierarchical Phrase-based Translation,0
MIX Is Not a Tree-Adjoining Language,0
Towards Spoken-Document Retrieval For The Internet: Lattice Indexing For Large-Scale Web-Search Architectures,0
User-Centred Design of Error Correction Tools,0
DOMCAT: A Bilingual Concordancer for Domain-Specific Computer Assisted Translation,0
Graph-based Semi-Supervised Learning Algorithms for NLP,0
Arabic Retrieval Revisited: Morphological Hole Filling,0
Constructing A Model Of Dialog,0
Spelling Correction: from Two-Level Morphology to Open Source,0
Probabilistic Models of Grammar Acquisition,0
An annotated English child language database,0
Searching the Annotated Portuguese Childes Corpora,0
Automatic Rewriting of Patient Record Narratives,0
Optimizing Typed Feature Structure Grammar Parsing Through Non-Statistical Indexing,0
Fast Syntactic Analysis for Statistical Language Modeling via Substructure Sharing and Uptraining,0
Developing Feature Types for Classifying Clinical Notes,0
A Study in How NLU Performance Can Affect the Choice of Dialogue System Architecture,0
A Regression-based Approach to Modeling Addressee Backchannels,0
Rapidly Deploying Grammar-Based Speech Applications with Active Learning and Back-off Grammars,0
Domain Adaptation for Coreference Resolution: An Adaptive Ensemble Approach,0
Dictionaries Merger For Text Expansion In Question Answering,0
Professor or Screaming Beast? Detecting Anomalous Words in Chinese,0
SemEval-2012 Task 5: Chinese Semantic Dependency Parsing,0
The University Of Alicante Systems At Senseval-3,0
A Local Grammar-Based Approach To Recognizing Of Proper Names In Korean Texts,0
Automatic Document Quality Control,0
Probabilistic Lexical Generalization for French Dependency Parsing,0
Supervised Learning of German Qualia Relations,0
Using Synthetic Compounds for Word Sense Discrimination,0
Combining Rule-Based and Statistical Syntactic Analyzers,0
Machine Learning of Syntactic Attachment from Morphosyntactic and Semantic Co-occurrence Statistics,0
Assigning Deep Lexical Types Using Structured Classifier Features for Grammatical Dependencies,0
Cutting the Long Tail: Hybrid Language Models for Translation Style Adaptation,0
Refining the Meaning of Sense Labels in PDTB: ``Concession'',0
Resolving Paraphrases to Support Modeling Language Perception in an Intelligent Agent,0
Automatic Fine-Grained Semantic Classification for Domain Adaptation,0
From Predicting Predominant Senses to Local Context for Word Sense Disambiguation,0
Analyzing the Explanation Structure of Procedural Texts: Dealing with Advice and Warnings,0
Coordination Structure Analysis using Dual Decomposition,0
Connective-based Local Coherence Analysis: A Lexicon for Recognizing Causal Relationships,0
Probabilistic Word Classification Based On Context-Sensitive Binary Tree Method,0
A Statistical Approach To Thai Morphological Analyzer,0
Japanese Prosodic Phrasing And Intonation Synthesis,0
Source Language Adaptation for Resource-Poor Machine Translation,0
EASY Evaluation of Parsers of French: what are the Results?,0
The Assignment Of Grammatical Relations In Natural Language Processing,0
Studying Feature Generation From Various Data Representations For Answer Extraction,0
Using Domain-specific and Collaborative Resources for Term Translation,0
Zero Pronoun Resolution can Improve the Quality of J-E Translation,0
Application of Clause Alignment for Statistical Machine Translation,0
A Bayesian Mixture Model For Term Re-Occurrence And Burstiness,0
Using Semantic And Syntactic Graphs For Call Classification,0
Subcat-LMF: Fleshing out a standardized format for subcategorization frame interoperability,0
Extracting Key Paragraph Based On Topic And Event Detection Towards Multi-Document Summarization,0
A Pilot PropBank Annotation for Quranic Arabic,0
Extractive Summaries for Educational Science Content,0
ICT:A System Combination for Chinese Semantic Dependency Parsing,0
American University In Cairo: Description Of The American University In Cairo's System Used For MUC-7,0
Finite-State Acoustic and Translation Model Composition in Statistical Speech Translation: Empirical Assessment,0
Developing an Open-Source FST Grammar for Verb Chain Transfer in a Spanish-Basque MT System,0
Some Tests Of An Unsupervised Model Of Language Acquisition,0
Sbdlrhmn: A Rule-based Human Interpretation System for Semantic Textual Similarity Task,0
Shared Task Proposal: Syntactic Paraphrase Ranking,0
Plaesarn: Machine-Aided Translation Tool For English-To-Thai,0
Improving Statistical Machine Translation through co-joining parts of verbal constructs in English-Hindi translation,0
Text Summarizer In Use: Lessons Learned From Real World Deployment And Evaluation,0
Syntactic Constraints On Relativization In Japanese,0
Corpus-based Interpretation of Instructions in Virtual Environments,0
